Order ID,Customer ID,Sales Person,Order Date,Ship Date,Order Priority,SKU Code,Order Quantity,Unit Sell Price,Unit Cost Price,Discount Percent,Shipping Amount,Ship Mode,Container,Cost,Discount Amount,Discount Cost,Total Discounted Cost
25063,C261,Mrs Gail Johnson,6/29/2017,6/29/2017,Not Specified,SKU1202,24,35.99,13,4%,3.3,Regular Air,Small Pack,863.76,34.5504,829.2096,832.5096
40224,C667,Miss Roseanna Marr,6/30/2017,7/7/2017,Low,SKU177,14,63.94,26,5%,14.48,Express Air,Small Box,895.16,44.758,850.402,864.882
42279,C325,Miss Roseanna Marr,6/30/2017,7/1/2017,Not Specified,SKU1028,44,30.98,3,2%,6.5,Express Air,Small Box,1363.12,27.2624,1335.8576,1342.3576
20135,C729,Mrs Gail Johnson,6/30/2017,6/30/2017,Critical,SKU516,44,2.61,1,3%,0.5,Regular Air,Small Box,114.84,3.4452,111.3948,111.8948
20135,C729,Mrs Gail Johnson,6/30/2017,7/2/2017,Critical,SKU257,28,349.45,66,8%,60,Delivery Truck,Jumbo Drum,9784.6,782.768,9001.832,9061.832
55746,C305,Miss Roseanna Marr,6/30/2017,7/2/2017,Not Specified,SKU972,29,11.29,3,7%,5.03,Regular Air,Small Box,327.41,22.9187,304.4913,309.5213
36647,C162,Miss Roseanna Marr,6/30/2017,7/1/2017,High,SKU860,21,7.89,1,1%,2.82,Regular Air,Wrap Bag,165.69,1.6569,164.0331,166.8531
36647,C162,Mr Robert Carlton,6/30/2017,7/1/2017,High,SKU865,16,3.68,1,9%,1.32,Regular Air,Wrap Bag,58.88,5.2992,53.5808,54.9008
36647,C162,Mrs Gail Johnson,6/30/2017,7/3/2017,High,SKU925,18,9.71,1,10%,9.45,Regular Air,Small Box,174.78,17.478,157.302,166.752
34374,C288,Mr Robert Carlton,6/30/2017,7/7/2017,Low,SKU975,42,8.33,4,4%,1.99,Regular Air,Small Pack,349.86,13.9944,335.8656,337.8556
34275,C313,Miss Roseanna Marr,7/1/2017,7/3/2017,Low,SKU733,27,4.84,2,7%,0.71,Regular Air,Wrap Bag,130.68,9.1476,121.5324,122.2424
47494,C487,Mr Robert Carlton,7/1/2017,7/2/2017,High,SKU1067,42,45.19,14,4%,1.99,Regular Air,Small Pack,1897.98,75.9192,1822.0608,1824.0508
47494,C487,Mrs Gail Johnson,7/1/2017,7/1/2017,High,SKU626,9,4.98,2,3%,6.07,Regular Air,Small Box,44.82,1.3446,43.4754,49.5454
41216,C434,Miss Roseanna Marr,7/1/2017,7/2/2017,Not Specified,SKU368,8,29.17,7,2%,6.27,Regular Air,Small Box,233.36,4.6672,228.6928,234.9628
41216,C434,Miss Roseanna Marr,7/1/2017,7/3/2017,Not Specified,SKU227,45,179.29,84,0%,29.21,Delivery Truck,Jumbo Box,8068.05,0,8068.05,8097.26
21602,C346,Miss Roseanna Marr,7/1/2017,7/4/2017,Critical,SKU231,6,348.21,51,1%,40.19,Delivery Truck,Jumbo Box,2089.26,20.8926,2068.3674,2108.5574
34276,C315,Miss Roseanna Marr,7/1/2017,7/6/2017,Low,SKU1111,3,2036.48,997,4%,14.7,Delivery Truck,Jumbo Drum,6109.44,244.3776,5865.0624,5879.7624
8997,C769,Mrs Gail Johnson,7/1/2017,7/5/2017,Low,SKU1077,40,449.99,61,4%,24.49,Regular Air,Large Box,17999.6,719.984,17279.616,17304.106
8997,C769,Miss Roseanna Marr,7/1/2017,7/10/2017,Low,SKU782,20,5.84,1,1%,1.2,Regular Air,Wrap Bag,116.8,1.168,115.632,116.832
54019,C001,Mr Robert Carlton,7/1/2017,7/8/2017,Low,SKU1092,35,120.97,28,8%,26.3,Delivery Truck,Jumbo Drum,4233.95,338.716,3895.234,3921.534
29287,C252,Mr Robert Carlton,7/2/2017,7/4/2017,High,SKU367,50,5.74,1,10%,5.01,Regular Air,Small Box,287,28.7,258.3,263.31
29287,C252,Mr Robert Carlton,7/2/2017,7/4/2017,High,SKU1099,49,270.97,28,9%,28.06,Delivery Truck,Jumbo Drum,13277.53,1194.9777,12082.5523,12110.6123
50373,C154,Mr Robert Carlton,7/2/2017,7/3/2017,Critical,SKU923,9,161.55,65,6%,19.99,Regular Air,Small Box,1453.95,87.237,1366.713,1386.703
11527,C081,Miss Roseanna Marr,7/2/2017,7/4/2017,Medium,SKU171,45,99.23,30,4%,8.99,Regular Air,Small Pack,4465.35,178.614,4286.736,4295.726
46244,C061,Mrs Gail Johnson,7/2/2017,7/3/2017,Medium,SKU066,10,60.98,6,9%,30,Delivery Truck,Jumbo Drum,609.8,54.882,554.918,584.918
46244,C061,Mrs Gail Johnson,7/2/2017,7/4/2017,Medium,SKU1032,9,17.48,1,5%,1.99,Regular Air,Small Pack,157.32,7.866,149.454,151.444
7782,C520,Mrs Gail Johnson,7/2/2017,7/4/2017,Critical,SKU328,20,60.97,30,7%,4.5,Express Air,Small Box,1219.4,85.358,1134.042,1138.542
57827,C034,Mr Robert Carlton,7/2/2017,7/4/2017,Medium,SKU008,24,100.98,37,5%,35.84,Delivery Truck,Jumbo Box,2423.52,121.176,2302.344,2338.184
57827,C034,Mrs Gail Johnson,7/2/2017,7/3/2017,Medium,SKU669,29,4.98,1,2%,5.49,Regular Air,Small Box,144.42,2.8884,141.5316,147.0216
22695,C405,Mr Robert Carlton,7/3/2017,7/8/2017,Low,SKU579,44,10.06,3,2%,2.06,Regular Air,Wrap Bag,442.64,8.8528,433.7872,435.8472
47713,C488,Mr Robert Carlton,7/3/2017,7/3/2017,High,SKU1175,34,115.99,12,0%,5.92,Regular Air,Small Box,3943.66,0,3943.66,3949.58
30785,C566,Mr Robert Carlton,7/3/2017,7/5/2017,High,SKU727,7,6.48,1,3%,8.73,Regular Air,Small Box,45.36,1.3608,43.9992,52.7292
30785,C566,Mr Robert Carlton,7/3/2017,7/6/2017,High,SKU809,38,9.93,3,7%,1.09,Regular Air,Wrap Bag,377.34,26.4138,350.9262,352.0162
27840,C489,Miss Roseanna Marr,7/3/2017,7/4/2017,High,SKU006,8,150.98,26,9%,66.27,Delivery Truck,Jumbo Box,1207.84,108.7056,1099.1344,1165.4044
43172,C477,Mr Robert Carlton,7/3/2017,7/5/2017,Low,SKU844,19,1.48,1,9%,0.7,Regular Air,Wrap Bag,28.12,2.5308,25.5892,26.2892
37987,C530,Mr Robert Carlton,7/3/2017,7/4/2017,High,SKU536,26,12.53,6,10%,0.49,Regular Air,Small Box,325.78,32.578,293.202,293.692
37987,C530,Mrs Gail Johnson,7/3/2017,7/4/2017,High,SKU226,5,146.34,72,10%,43.75,Delivery Truck,Jumbo Box,731.7,73.17,658.53,702.28
32706,C506,Mrs Gail Johnson,7/4/2017,7/6/2017,Critical,SKU1116,5,399.98,171,3%,12.06,Delivery Truck,Jumbo Box,1999.9,59.997,1939.903,1951.963
41282,C254,Mr Robert Carlton,7/4/2017,7/6/2017,Medium,SKU408,39,24.92,9,8%,12.98,Regular Air,Small Box,971.88,77.7504,894.1296,907.1096
53312,C253,Mr Robert Carlton,7/4/2017,7/6/2017,Medium,SKU314,23,363.25,156,5%,19.99,Regular Air,Small Box,8354.75,417.7375,7937.0125,7957.0025
53312,C253,Mrs Gail Johnson,7/4/2017,7/5/2017,Medium,SKU771,30,3.34,1,6%,7.49,Regular Air,Wrap Bag,100.2,6.012,94.188,101.678
56002,C206,Mr Robert Carlton,7/4/2017,7/6/2017,Low,SKU486,21,23.99,6,4%,6.71,Regular Air,Small Box,503.79,20.1516,483.6384,490.3484
56002,C206,Miss Roseanna Marr,7/4/2017,7/8/2017,Low,SKU636,14,55.98,18,9%,4.86,Regular Air,Small Box,783.72,70.5348,713.1852,718.0452
56002,C206,Mr Robert Carlton,7/4/2017,7/11/2017,Low,SKU923,9,161.55,4,5%,19.99,Regular Air,Small Box,1453.95,72.6975,1381.2525,1401.2425
56002,C206,Miss Roseanna Marr,7/4/2017,7/6/2017,Low,SKU245,14,290.98,75,7%,69,Regular Air,Large Box,4073.72,285.1604,3788.5596,3857.5596
1287,C551,Mrs Gail Johnson,7/4/2017,7/6/2017,High,SKU125,39,105.29,46,6%,10.12,Regular Air,Large Box,4106.31,246.3786,3859.9314,3870.0514
36067,C208,Mrs Gail Johnson,7/4/2017,7/6/2017,High,SKU903,37,165.2,27,4%,19.99,Express Air,Small Box,6112.4,244.496,5867.904,5887.894
3649,C100,Mrs Gail Johnson,7/5/2017,7/10/2017,Low,SKU394,8,8.88,4,1%,6.28,Regular Air,Small Box,71.04,0.7104,70.3296,76.6096
3649,C100,Miss Roseanna Marr,7/5/2017,7/14/2017,Low,SKU529,26,2.88,1,6%,0.99,Regular Air,Small Box,74.88,4.4928,70.3872,71.3772
27013,C291,Mrs Gail Johnson,7/5/2017,7/9/2017,Low,SKU894,28,80.98,2,5%,35,Regular Air,Large Box,2267.44,113.372,2154.068,2189.068
27013,C291,Mr Robert Carlton,7/5/2017,7/5/2017,Low,SKU969,26,279.48,30,5%,35,Regular Air,Large Box,7266.48,363.324,6903.156,6938.156
24132,C416,Mr Robert Carlton,7/6/2017,7/11/2017,Low,SKU453,4,6.75,2,3%,2.99,Regular Air,Small Box,27,0.81,26.19,29.18
24132,C416,Miss Roseanna Marr,7/6/2017,7/6/2017,Low,SKU456,46,7.1,2,5%,6.05,Regular Air,Small Box,326.6,16.33,310.27,316.32
24132,C416,Miss Roseanna Marr,7/6/2017,7/11/2017,Low,SKU986,22,20.95,3,4%,4,Regular Air,Small Box,460.9,18.436,442.464,446.464
24132,C416,Mrs Gail Johnson,7/6/2017,7/13/2017,Low,SKU423,31,39.06,4,5%,10.55,Regular Air,Small Box,1210.86,60.543,1150.317,1160.867
24132,C416,Miss Roseanna Marr,7/6/2017,7/15/2017,Low,SKU440,12,3.52,1,4%,6.83,Regular Air,Small Box,42.24,1.6896,40.5504,47.3804
24132,C416,Mrs Gail Johnson,7/6/2017,7/13/2017,Low,SKU959,3,15.51,3,2%,17.78,Regular Air,Small Box,46.53,0.9306,45.5994,63.3794
23844,C528,Mrs Gail Johnson,7/6/2017,7/8/2017,Not Specified,SKU276,40,42.98,15,0%,4.62,Regular Air,Small Box,1719.2,0,1719.2,1723.82
23844,C528,Mr Robert Carlton,7/6/2017,7/8/2017,Not Specified,SKU299,42,21.78,9,3%,5.94,Regular Air,Medium Box,914.76,27.4428,887.3172,893.2572
23844,C528,Mr Robert Carlton,7/6/2017,7/7/2017,Not Specified,SKU532,11,3.15,1,8%,0.5,Regular Air,Small Box,34.65,2.772,31.878,32.378
58727,C791,Miss Roseanna Marr,7/6/2017,7/7/2017,Medium,SKU109,20,26.48,7,3%,6.93,Regular Air,Small Box,529.6,15.888,513.712,520.642
39744,C048,Mr Robert Carlton,7/6/2017,7/8/2017,Medium,SKU579,6,10.06,5,1%,2.06,Regular Air,Wrap Bag,60.36,0.6036,59.7564,61.8164
39744,C048,Mrs Gail Johnson,7/6/2017,7/8/2017,Medium,SKU1144,9,65.99,6,0%,5.92,Regular Air,Small Box,593.91,0,593.91,599.83
39744,C048,Mrs Gail Johnson,7/6/2017,7/7/2017,Medium,SKU1204,41,155.99,57,4%,8.99,Regular Air,Small Box,6395.59,255.8236,6139.7664,6148.7564
48416,C444,Mrs Gail Johnson,7/6/2017,7/8/2017,Not Specified,SKU696,23,6.68,1,1%,4.91,Regular Air,Small Box,153.64,1.5364,152.1036,157.0136
40902,C731,Mr Robert Carlton,7/7/2017,7/9/2017,Low,SKU456,25,7.1,3,2%,6.05,Regular Air,Small Box,177.5,3.55,173.95,180
53894,C138,Mr Robert Carlton,7/7/2017,7/8/2017,Critical,SKU096,47,14.2,5,3%,5.3,Regular Air,Wrap Bag,667.4,20.022,647.378,652.678
53894,C138,Miss Roseanna Marr,7/7/2017,7/8/2017,Critical,SKU255,37,71.37,21,4%,69,Regular Air,Large Box,2640.69,105.6276,2535.0624,2604.0624
53894,C138,Mrs Gail Johnson,7/7/2017,7/7/2017,Critical,SKU1151,29,200.99,85,2%,8.08,Express Air,Small Box,5828.71,116.5742,5712.1358,5720.2158
12480,C716,Mrs Gail Johnson,7/7/2017,7/8/2017,Medium,SKU017,8,137.48,16,0%,32.18,Delivery Truck,Jumbo Box,1099.84,0,1099.84,1132.02
36932,C775,Mrs Gail Johnson,7/7/2017,7/12/2017,Low,SKU924,20,33.89,9,4%,5.1,Regular Air,Small Box,677.8,27.112,650.688,655.788
10305,C406,Miss Roseanna Marr,7/7/2017,7/12/2017,Low,SKU186,12,5.08,1,3%,2.03,Regular Air,Wrap Bag,60.96,1.8288,59.1312,61.1612
20513,C001,Miss Roseanna Marr,7/7/2017,7/8/2017,High,SKU823,13,2.84,1,1%,0.93,Express Air,Wrap Bag,36.92,0.3692,36.5508,37.4808
37447,C578,Mrs Gail Johnson,7/8/2017,7/12/2017,Low,SKU379,23,5.81,1,2%,8.49,Regular Air,Small Box,133.63,2.6726,130.9574,139.4474
49830,C340,Miss Roseanna Marr,7/9/2017,7/11/2017,Critical,SKU758,16,30.98,14,3%,8.99,Express Air,Small Pack,495.68,14.8704,480.8096,489.7996
37696,C780,Mrs Gail Johnson,7/9/2017,7/11/2017,Not Specified,SKU334,5,3.81,1,4%,5.44,Regular Air,Small Box,19.05,0.762,18.288,23.728
37696,C780,Mrs Gail Johnson,7/9/2017,7/9/2017,Not Specified,SKU560,41,4,2,2%,1.3,Regular Air,Wrap Bag,164,3.28,160.72,162.02
40547,C183,Mrs Gail Johnson,7/9/2017,7/11/2017,Critical,SKU1263,45,179.99,23,6%,13.99,Express Air,Medium Box,8099.55,485.973,7613.577,7627.567
49830,C340,Miss Roseanna Marr,7/9/2017,7/11/2017,Critical,SKU387,31,525.98,143,1%,19.99,Regular Air,Small Box,16305.38,163.0538,16142.3262,16162.3162
28933,C702,Mr Robert Carlton,7/9/2017,7/10/2017,Critical,SKU490,1,5.58,2,1%,5.3,Regular Air,Small Box,5.58,0.0558,5.5242,10.8242
28933,C702,Mr Robert Carlton,7/9/2017,7/10/2017,Critical,SKU735,38,3.98,1,3%,0.7,Regular Air,Wrap Bag,151.24,4.5372,146.7028,147.4028
26629,C555,Mr Robert Carlton,7/10/2017,7/11/2017,High,SKU1075,38,599.99,242,10%,24.49,Regular Air,Large Box,22799.62,2279.962,20519.658,20544.148
26629,C555,Miss Roseanna Marr,7/10/2017,7/12/2017,High,SKU785,32,2.78,1,6%,1.25,Regular Air,Wrap Bag,88.96,5.3376,83.6224,84.8724
47621,C211,Miss Roseanna Marr,7/11/2017,7/13/2017,Critical,SKU096,16,14.2,7,8%,5.3,Express Air,Wrap Bag,227.2,18.176,209.024,214.324
26372,C622,Mr Robert Carlton,7/12/2017,7/16/2017,Low,SKU1066,1,29.89,14,1%,1.99,Regular Air,Small Pack,29.89,0.2989,29.5911,31.5811
33635,C202,Mr Robert Carlton,7/12/2017,7/13/2017,High,SKU1114,5,90.97,9,4%,28,Delivery Truck,Jumbo Drum,454.85,18.194,436.656,464.656
33635,C202,Miss Roseanna Marr,7/12/2017,7/13/2017,High,SKU963,4,20.34,9,7%,35,Regular Air,Large Box,81.36,5.6952,75.6648,110.6648
19232,C186,Mrs Gail Johnson,7/12/2017,7/17/2017,Low,SKU132,43,6.24,2,4%,5.22,Regular Air,Small Box,268.32,10.7328,257.5872,262.8072
19232,C186,Mr Robert Carlton,7/12/2017,7/14/2017,Low,SKU822,5,6.68,2,9%,1.5,Regular Air,Wrap Bag,33.4,3.006,30.394,31.894
19232,C186,Miss Roseanna Marr,7/12/2017,7/19/2017,Low,SKU002,28,260.98,29,9%,41.91,Delivery Truck,Jumbo Box,7307.44,657.6696,6649.7704,6691.6804
20706,C367,Mr Robert Carlton,7/12/2017,7/14/2017,High,SKU086,41,136.98,63,4%,24.49,Express Air,Large Box,5616.18,224.6472,5391.5328,5416.0228
23877,C574,Mr Robert Carlton,7/12/2017,7/12/2017,Not Specified,SKU1161,31,65.99,14,7%,8.8,Regular Air,Small Box,2045.69,143.1983,1902.4917,1911.2917
23877,C574,Mr Robert Carlton,7/12/2017,7/14/2017,Not Specified,SKU1056,35,10.01,2,0%,1.99,Express Air,Small Pack,350.35,0,350.35,352.34
19457,C024,Mr Robert Carlton,7/12/2017,7/13/2017,High,SKU526,34,6.3,1,5%,0.5,Regular Air,Small Box,214.2,10.71,203.49,203.99
19457,C024,Mr Robert Carlton,7/12/2017,7/14/2017,High,SKU1166,33,205.99,82,9%,3,Express Air,Small Box,6797.67,611.7903,6185.8797,6188.8797
41696,C120,Miss Roseanna Marr,7/13/2017,7/15/2017,Not Specified,SKU310,45,4.48,1,3%,49,Express Air,Large Box,201.6,6.048,195.552,244.552
23778,C130,Miss Roseanna Marr,7/13/2017,7/17/2017,Low,SKU310,13,4.48,2,6%,49,Regular Air,Large Box,58.24,3.4944,54.7456,103.7456
57412,C128,Mrs Gail Johnson,7/13/2017,7/13/2017,Low,SKU1203,34,7.99,1,6%,5.03,Regular Air,Medium Box,271.66,16.2996,255.3604,260.3904
34565,C782,Mr Robert Carlton,7/13/2017,7/14/2017,Medium,SKU1210,47,125.99,26,8%,4.2,Regular Air,Small Box,5921.53,473.7224,5447.8076,5452.0076
48034,C648,Miss Roseanna Marr,7/14/2017,7/15/2017,Not Specified,SKU751,47,22.01,2,10%,5.53,Regular Air,Small Pack,1034.47,103.447,931.023,936.553
48034,C648,Mr Robert Carlton,7/14/2017,7/14/2017,Not Specified,SKU241,12,236.97,115,4%,59.24,Delivery Truck,Jumbo Box,2843.64,113.7456,2729.8944,2789.1344
3175,C101,Mr Robert Carlton,7/14/2017,7/16/2017,Low,SKU903,23,165.2,49,7%,19.99,Regular Air,Small Box,3799.6,265.972,3533.628,3553.618
41189,C712,Mrs Gail Johnson,7/14/2017,7/19/2017,Low,SKU604,30,6.45,3,3%,1.34,Regular Air,Wrap Bag,193.5,5.805,187.695,189.035
32199,C266,Mrs Gail Johnson,7/15/2017,7/16/2017,High,SKU434,40,4.91,1,8%,4.97,Regular Air,Small Box,196.4,15.712,180.688,185.658
32199,C266,Mr Robert Carlton,7/15/2017,7/16/2017,High,SKU1072,1,3499.99,1037,1%,24.49,Regular Air,Large Box,3499.99,34.9999,3464.9901,3489.4801
32199,C266,Mr Robert Carlton,7/15/2017,7/17/2017,High,SKU782,8,5.84,1,3%,1.2,Regular Air,Wrap Bag,46.72,1.4016,45.3184,46.5184
13380,C641,Miss Roseanna Marr,7/15/2017,7/15/2017,Critical,SKU803,24,2.88,1,9%,0.7,Regular Air,Wrap Bag,69.12,6.2208,62.8992,63.5992
31043,C096,Mr Robert Carlton,7/15/2017,7/16/2017,High,SKU1033,49,15.28,6,2%,1.99,Regular Air,Small Pack,748.72,14.9744,733.7456,735.7356
31043,C096,Mr Robert Carlton,7/15/2017,7/16/2017,High,SKU1183,3,85.99,4,0%,3.3,Regular Air,Small Pack,257.97,0,257.97,261.27
13313,C706,Mr Robert Carlton,7/16/2017,7/17/2017,Not Specified,SKU296,47,21.66,7,4%,13.99,Regular Air,Medium Box,1018.02,40.7208,977.2992,991.2892
54560,C066,Mr Robert Carlton,7/16/2017,7/19/2017,Critical,SKU1034,22,28.48,1,9%,1.99,Regular Air,Small Pack,626.56,56.3904,570.1696,572.1596
54560,C066,Mr Robert Carlton,7/16/2017,7/18/2017,Critical,SKU1226,45,65.99,32,8%,4.99,Express Air,Small Box,2969.55,237.564,2731.986,2736.976
13313,C706,Mr Robert Carlton,7/16/2017,7/18/2017,Not Specified,SKU209,18,12.99,4,2%,14.37,Regular Air,Large Box,233.82,4.6764,229.1436,243.5136
13313,C706,Mr Robert Carlton,7/16/2017,7/18/2017,Not Specified,SKU634,22,35.44,9,5%,7.5,Regular Air,Small Box,779.68,38.984,740.696,748.196
13313,C706,Miss Roseanna Marr,7/16/2017,7/19/2017,Not Specified,SKU870,45,12.98,3,2%,3.14,Regular Air,Small Pack,584.1,11.682,572.418,575.558
5572,C045,Mr Robert Carlton,7/16/2017,7/18/2017,High,SKU1009,37,7.37,1,3%,5.53,Regular Air,Small Pack,272.69,8.1807,264.5093,270.0393
46656,C581,Mrs Gail Johnson,7/16/2017,7/17/2017,High,SKU408,27,24.92,4,10%,12.98,Regular Air,Small Box,672.84,67.284,605.556,618.536
4321,C602,Mr Robert Carlton,7/17/2017,7/19/2017,Medium,SKU502,47,30.53,7,2%,19.99,Express Air,Small Box,1434.91,28.6982,1406.2118,1426.2018
24228,C048,Mr Robert Carlton,7/17/2017,7/21/2017,Low,SKU863,31,1.86,1,5%,2.58,Regular Air,Wrap Bag,57.66,2.883,54.777,57.357
55553,C388,Mrs Gail Johnson,7/17/2017,7/18/2017,Medium,SKU492,32,5.68,1,5%,1.39,Regular Air,Small Box,181.76,9.088,172.672,174.062
32070,C591,Miss Roseanna Marr,7/17/2017,7/17/2017,Medium,SKU193,50,1.76,1,7%,4.86,Regular Air,Small Box,88,6.16,81.84,86.7
22919,C341,Miss Roseanna Marr,7/17/2017,7/18/2017,Critical,SKU525,21,4.91,2,7%,0.5,Regular Air,Small Box,103.11,7.2177,95.8923,96.3923
38982,C472,Mr Robert Carlton,7/17/2017,7/18/2017,Not Specified,SKU1034,43,28.48,4,9%,1.99,Regular Air,Small Pack,1224.64,110.2176,1114.4224,1116.4124
11843,C166,Mrs Gail Johnson,7/17/2017,7/19/2017,Medium,SKU1103,42,119.99,56,3%,56.14,Delivery Truck,Jumbo Box,5039.58,151.1874,4888.3926,4944.5326
11843,C166,Miss Roseanna Marr,7/17/2017,7/19/2017,Medium,SKU1065,9,115.79,17,5%,1.99,Regular Air,Small Pack,1042.11,52.1055,990.0045,991.9945
18147,C116,Mr Robert Carlton,7/17/2017,7/18/2017,Not Specified,SKU441,42,1.88,1,0%,1.49,Regular Air,Small Box,78.96,0,78.96,80.45
18147,C116,Miss Roseanna Marr,7/17/2017,7/18/2017,Not Specified,SKU687,50,5.78,2,6%,5.67,Regular Air,Small Box,289,17.34,271.66,277.33
55847,C567,Miss Roseanna Marr,7/20/2017,7/23/2017,Not Specified,SKU407,21,6.28,1,5%,5.36,Regular Air,Small Box,131.88,6.594,125.286,130.646
55847,C567,Mr Robert Carlton,7/20/2017,7/21/2017,Not Specified,SKU507,45,3.08,1,4%,0.99,Regular Air,Small Box,138.6,5.544,133.056,134.046
25060,C115,Mrs Gail Johnson,7/20/2017,7/22/2017,Not Specified,SKU381,6,1270.99,111,3%,19.99,Regular Air,Small Box,7625.94,228.7782,7397.1618,7417.1518
25060,C115,Mrs Gail Johnson,7/20/2017,7/22/2017,Not Specified,SKU1111,1,2036.48,65,7%,14.7,Delivery Truck,Jumbo Drum,2036.48,142.5536,1893.9264,1908.6264
55846,C123,Mr Robert Carlton,7/20/2017,7/20/2017,Not Specified,SKU456,30,7.1,2,2%,6.05,Regular Air,Small Box,213,4.26,208.74,214.79
37542,C006,Mrs Gail Johnson,7/20/2017,7/22/2017,Medium,SKU1235,26,125.99,10,9%,7.69,Express Air,Small Box,3275.74,294.8166,2980.9234,2988.6134
5441,C107,Mr Robert Carlton,7/20/2017,7/22/2017,Not Specified,SKU714,34,6.48,1,2%,6.6,Regular Air,Small Box,220.32,4.4064,215.9136,222.5136
5441,C107,Mrs Gail Johnson,7/20/2017,7/21/2017,Not Specified,SKU891,16,17.15,6,4%,4.96,Regular Air,Small Box,274.4,10.976,263.424,268.384
43079,C308,Mrs Gail Johnson,7/21/2017,7/22/2017,Medium,SKU985,40,30.73,5,4%,4,Regular Air,Small Box,1229.2,49.168,1180.032,1184.032
50823,C556,Mrs Gail Johnson,7/21/2017,7/26/2017,Low,SKU1025,12,100.98,41,4%,7.18,Regular Air,Small Box,1211.76,48.4704,1163.2896,1170.4696
6823,C759,Miss Roseanna Marr,7/21/2017,7/22/2017,Not Specified,SKU425,50,24.95,8,1%,2.99,Regular Air,Small Box,1247.5,12.475,1235.025,1238.015
6823,C759,Miss Roseanna Marr,7/21/2017,7/23/2017,Not Specified,SKU1006,31,15.98,7,0%,8.99,Regular Air,Small Pack,495.38,0,495.38,504.37
43813,C130,Miss Roseanna Marr,7/21/2017,7/23/2017,Not Specified,SKU959,23,15.51,5,4%,17.78,Regular Air,Small Box,356.73,14.2692,342.4608,360.2408
48961,C393,Mrs Gail Johnson,7/21/2017,7/23/2017,Not Specified,SKU692,24,22.84,4,9%,16.87,Regular Air,Small Box,548.16,49.3344,498.8256,515.6956
48961,C393,Miss Roseanna Marr,7/21/2017,7/23/2017,Not Specified,SKU958,25,14.98,6,10%,7.69,Express Air,Small Box,374.5,37.45,337.05,344.74
50917,C667,Miss Roseanna Marr,7/21/2017,7/25/2017,Low,SKU1036,33,43.98,1,2%,1.99,Regular Air,Small Pack,1451.34,29.0268,1422.3132,1424.3032
41316,C388,Miss Roseanna Marr,7/21/2017,7/22/2017,Not Specified,SKU357,8,14.28,4,1%,2.99,Regular Air,Small Box,114.24,1.1424,113.0976,116.0876
41316,C388,Mrs Gail Johnson,7/21/2017,7/24/2017,Not Specified,SKU1148,4,205.99,29,0%,5.99,Regular Air,Small Box,823.96,0,823.96,829.95
42310,C407,Mr Robert Carlton,7/21/2017,7/22/2017,Critical,SKU1255,20,205.99,18,4%,8.99,Regular Air,Small Box,4119.8,164.792,3955.008,3963.998
33350,C438,Mrs Gail Johnson,7/21/2017,7/21/2017,Not Specified,SKU418,1,1889.99,311,10%,19.99,Regular Air,Small Box,1889.99,188.999,1700.991,1720.981
16451,C235,Mrs Gail Johnson,7/22/2017,7/23/2017,Not Specified,SKU444,9,30.56,3,9%,2.99,Regular Air,Small Box,275.04,24.7536,250.2864,253.2764
13030,C556,Mrs Gail Johnson,7/22/2017,7/24/2017,Medium,SKU346,32,3.89,1,9%,7.01,Express Air,Small Box,124.48,11.2032,113.2768,120.2868
56612,C401,Mr Robert Carlton,7/22/2017,7/22/2017,High,SKU1175,38,115.99,29,0%,5.92,Regular Air,Small Box,4407.62,0,4407.62,4413.54
37825,C508,Mr Robert Carlton,7/22/2017,7/24/2017,Low,SKU326,44,11.97,1,6%,4.98,Regular Air,Small Box,526.68,31.6008,495.0792,500.0592
37825,C508,Miss Roseanna Marr,7/22/2017,7/29/2017,Low,SKU545,41,6.98,1,6%,1.6,Regular Air,Wrap Bag,286.18,17.1708,269.0092,270.6092
22119,C720,Mr Robert Carlton,7/24/2017,7/29/2017,Low,SKU283,20,49.43,18,7%,19.99,Regular Air,Small Box,988.6,69.202,919.398,939.388
29667,C065,Mr Robert Carlton,7/24/2017,7/25/2017,Not Specified,SKU437,14,15.28,3,9%,10.91,Regular Air,Small Box,213.92,19.2528,194.6672,205.5772
14112,C597,Mrs Gail Johnson,7/24/2017,7/24/2017,Low,SKU285,1,50.98,23,2%,13.66,Express Air,Small Box,50.98,1.0196,49.9604,63.6204
34882,C134,Miss Roseanna Marr,7/24/2017,7/25/2017,Critical,SKU441,43,1.88,1,3%,1.49,Regular Air,Small Box,80.84,2.4252,78.4148,79.9048
34087,C382,Mr Robert Carlton,7/24/2017,7/28/2017,Low,SKU1169,31,115.99,28,5%,5.26,Regular Air,Small Box,3595.69,179.7845,3415.9055,3421.1655
9092,C371,Miss Roseanna Marr,7/24/2017,7/25/2017,Not Specified,SKU968,33,101.41,6,0%,35,Express Air,Large Box,3346.53,0,3346.53,3381.53
9092,C371,Mrs Gail Johnson,7/24/2017,7/25/2017,Not Specified,SKU1248,8,95.99,28,10%,4.9,Regular Air,Small Box,767.92,76.792,691.128,696.028
16768,C032,Mr Robert Carlton,7/25/2017,7/26/2017,High,SKU270,9,10.89,3,3%,4.5,Regular Air,Small Box,98.01,2.9403,95.0697,99.5697
10692,C642,Mr Robert Carlton,7/26/2017,7/28/2017,Low,SKU742,26,3.57,1,4%,4.17,Regular Air,Small Pack,92.82,3.7128,89.1072,93.2772
